DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
PE;308594;ESC.PART.;VILA PRIMER EDUCACAO INFANTIL;PENHA;MOOCA;;RUA OROZIMBO MAIA;40    ;ALTO DA MOOCA;03178110;26677055;;;Ativa;53;MOOCA;5302;35583455;35583455;;25-fev-11;7;23-fev-11;;;HAVITA BABY;;;;;;;;;;;;;;;;;;;;;;;-23554002;-46588851;;28-dez-17
PJ;308595;CR.P.CONV;MARIO MARTINS;PIRITUBA;PIRITUBA;;TRAVESSA GERÔNIMO ESPEJO;78    ;CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO;02815050;39741899;;;Ativa;42;JARAGUA;4209;35583492;35583492;;14-mar-16;201600396638;14-mar-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23445195;-46714654;CON;28-dez-17
CL;308597;CR.P.CONV;SOLAR DOS UNIDOS I;CAMPO LIMPO;CAMPO LIMPO;;RUA DAS PEROBEIRAS;360   ;CHÁCARA SANTA MARIA;05879470;58740781;;;Ativa;19;CAPAO REDONDO;1907;35584599;35584599;;30-mar-16;201502983687;30-mar-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23690175;-46796573;CON;28-dez-17
IQ;308598;CR.P.CONV;PRO-EDUCAR;ITAQUERA;ITAQUERA;;RUA HABENÁRIAS;368   ;JARDIM ELIANE;03575100;27287229;;;Ativa;24;CIDADE LIDER;2401;35583601;35583601;;07-mar-16;201502954865;07-mar-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23557202;-46506293;CON;28-dez-17
IP;308599;CR.P.CONV;RECANTO DO PEQUENINO;IPIRANGA;IPIRANGA;;RUA PROFESSOR ROBERTO MANGE;91    ;VILA SANTO ESTÉFANO;04153040;50580940;;;Ativa;27;CURSINO;2703;35587369;35587369;;01-abr-16;201600048702;01-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23626287;-46628360;CON;28-dez-17
FO;308600;CR.P.CONV;PAULO FREIRE;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA CAIAPÉ;167   ;VILA PENTEADO;02867000;39831817;;;Ativa;11;BRASILANDIA;1107;35583728;35583728;;14-mar-16;201600230063;14-mar-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23470832;-46683819;CON;28-dez-17
IP;308601;ESC.PART.;RAIOS DE LUZ, COLEGIO;IPIRANGA;VILA MARIANA;;RUA DAS GLICÍNIAS;112   ;MIRANDÓPOLIS;04048050;;;;Ativa;77;SAUDE;7701;35584113;35584113;;07-abr-16;32;01-abr-16;;22-nov-16;;;;;;;;;;;;;;;;;;;;;;;;-23604772;-46641643;;28-dez-17
PE;308602;CR.P.CONV;MOMENTOS FELIZES;PENHA;PENHA;;RUA DOUTOR ALFREDO FRANCEZ;89    ;ENGENHEIRO GOULART;03726020;26211425;26210168;;Ativa;18;CANGAIBA;1803;35583947;35583947;;09-mar-16;201600197651;09-mar-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23501932;-46517472;CON;28-dez-17
CL;308603;CR.P.CONV;PENTAGRAMA VII;CAMPO LIMPO;CAMPO LIMPO;;RUA TRIBO DOS ACRÁS;226   ;JARDIM DOM JOSÉ;05887520;58250017;;;Ativa;19;CAPAO REDONDO;1906;35584236;35584236;;05-abr-16;201503071371;05-abr-16;;07-dez-17;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23683799;-46799425;CON;28-dez-17
PE;308604;ESC.PART.;PRIMO STAGGIO;PENHA;MOOCA;;RUA ICARAÍ;44    ;TATUAPÉ;03071050;;;;Ativa;80;TATUAPE;8001;35584332;35584332;;12-abr-16;73;08-abr-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23534819;-46562745;;28-dez-17
IQ;308605;ESC.PART.;GERACAO 2001, C.E.R.I.;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA SERAFIM DE ABREU;78    ;JARDIM GALLI;03385050;;;;Ativa;04;ARICANDUVA;0404;35806948;35806948;;13-abr-16;451;17-mar-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23583950;-46525607;;28-dez-17
MP;308606;CR.P.CONV;ALPS JARDIM ROBRU;SAO MIGUEL;ITAIM PAULISTA;;AVENIDA TEODORO BERNARDO DO NASCIMENTO;75    ;JARDIM ROBRU;08150000;23089454;;;Ativa;84;VILA CURUCA;8406;35584034;35584034;;04-abr-16;201600393183;04-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23526933;-46408492;CON;28-dez-17
JT;308607;ESC.PART.;TEMPO DE SABER, C.E.I.;JACANA/TREMEMBE;SANTANA/TUCURUVI;;AVENIDA SANTA INÊS;1236  ;PARQUE MANDAQUI;02415000;;;;Ativa;82;TUCURUVI;8201;35584319;35584319;;13-abr-16;35;11-abr-16;;13-abr-16;;;;;;;;;;;;;;;;;;;;;;;;-23468955;-46630467;;28-dez-17
MP;308608;CR.P.CONV;NAZARE;SAO MIGUEL;ITAIM PAULISTA;;RUA MANUEL DUARTE FERRO;174   ;ITAIM PAULISTA;08111050;20251007;;;Ativa;36;ITAIM PAULISTA;3602;35584125;35584125;;07-abr-16;201600125251;07-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23488878;-46388526;CON;28-dez-17
CL;308609;CR.P.CONV;NOVO AMANHECER - PARQUE SANTO ANTONIO;CAMPO LIMPO;M'BOI MIRIM;;RUA ENGENHEIRO ROBERTO BARBETTA;30    ;PARQUE SANTO ANTÔNIO;05851190;58312916;;;Ativa;46;JARDIM SAO LUIS;4603;35584538;35584538;;19-abr-16;201502989960;19-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23664027;-46754074;CON;28-dez-17
BT;308610;ESC.PART.;SAO FRANCISCO, BERCARIO;BUTANTA;BUTANTA;;RUA PROFESSOR HERBERT BALDUS;126   ;VILA LAGEADO;05339020;;;;Ativa;67;RIO PEQUENO;6701;35585191;35585191;;20-abr-16;52;15-abr-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23556616;-46755378;;28-dez-17
SA;308611;CR.P.CONV;VOVO MIRA;SANTO AMARO;JABAQUARA;;RUA SANTA;144   ;VILA MASCOTE;04363070;55656059;;;Ativa;38;JABAQUARA;3801;35584678;35584678;;01-abr-16;201503210517;01-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23648226;-46665669;CON;28-dez-17
SA;308612;CR.P.CONV;VENHA CONOSCO IV;SANTO AMARO;CIDADE ADEMAR;;AVENIDA SANTO AFONSO;1114  ;JARDIM MIRIAM;04426000;56252793;;;Ativa;22;CIDADE ADEMAR;2203;35584685;35584685;;04-abr-16;201600387469;04-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23676415;-46643074;CON;28-dez-17
PJ;308613;ESC.PART.;CRESCER, E.E.I.B.;PIRITUBA;PIRITUBA;;RUA PADRE ANÍBAL DIFRÂNCIA;157   ;JARDIM MANGALOT;05135160;;;;Ativa;95;SAO DOMINGOS;9502;35587783;35587783;;27-abr-16;28;25-abr-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23490478;-46749411;;28-dez-17
JT;308614;ESC.PART.;MUNDO EM ACAO, COLEGIO;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;;RUA PAULINO DE BRITO;587   ;JARDIM BRASIL (ZONA NORTE);02223010;;;;Ativa;92;VILA MEDEIROS;9201;35584976;35584976;;28-abr-16;42;26-abr-16;;28-abr-16;;;;;;;;;;;;;;;;;;;;;;;;-23476626;-46577150;;28-dez-17
PJ;308615;ESC.PART.;ALEGRIA DE APRENDER, E.E.I.;PIRITUBA;LAPA;;RUA CORIOLANO;853   ;VILA ROMANA;05047000;;;;Ativa;48;LAPA;4803;35584927;35584927;;28-abr-16;30;26-abr-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23526099;-46693738;;28-dez-17
PE;308617;ESC.PART.;LIPILULU EDUCACAO INFANTIL;PENHA;PENHA;;RUA EVANS;193   ;VILA ESPERANÇA;03648020;28949700;;;Ativa;59;PENHA;5903;35586936;35586936;;05-mai-16;1;18-mar-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23524891;-46523453;;28-dez-17
PE;308618;ESC.PART.;KINDERGARTEN BABIES;PENHA;MOOCA;;RUA AZEVEDO SOARES;2143  ;VILA GOMES CARDIM;03322002;;;;Ativa;80;TATUAPE;8002;35585397;35585397;;10-mai-16;88;04-mai-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23545916;-46555854;;28-dez-17
PJ;308619;ESC.PART.;PERDIZES AGNUS DEI, ESCOLA;PIRITUBA;LAPA;;RUA CARAÍBAS;891   ;PERDIZES;05020000;;;;Ativa;60;PERDIZES;6001;35102970;35102970;;29-set-09;80;26-mai-09;;;;;;;;;;;;;;;;;;;;;;;;;;-23535189;-46684285;;28-dez-17
IP;308620;ESC.PART.;DOCE INFANCIA, N.E.I. - UNIDADE II;IPIRANGA;VILA PRUDENTE;;RUA INÁCIO;325   ;VILA PRUDENTE;03142001;;;;Ativa;93;VILA PRUDENTE;9302;35586481;35586481;;14-mai-16;47;11-mai-16;;06-out-16;DOCE INFANCIA - UNIDADE II;;;;;;;;;;;;;;;;;;;;;;;-23587956;-46577889;;28-dez-17
MP;308621;CR.P.CONV;ALIMENTA MEU SONHO;SAO MIGUEL;SAO MIGUEL;;RUA TUJUMIRIM;223   ;JARDIM HELENA;08081180;25813093;;;Ativa;44;JARDIM HELENA;4402;35586717;35586717;;10-mai-16;201600293049;10-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23482184;-46419807;CON;28-dez-17
CL;308622;CR.P.CONV;MADRE TERESA DE CALCUTA;CAMPO LIMPO;M'BOI MIRIM;;RUA DOS PIRARUCUS;27    ;PARQUE DO LAGO;04944130;58324484;;;Ativa;43;JARDIM ANGELA;4306;35585749;35585749;;17-mai-16;201502901850;17-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23710768;-46776350;CON;28-dez-17
MP;308623;CR.P.CONV;AVIVAH;SAO MIGUEL;ITAIM PAULISTA;;RUA AMAPORÃ;85    ;JARDIM CAMPOS;08160130;34678905;34674282;;Ativa;84;VILA CURUCA;8407;35585555;35585555;;13-mai-16;201600807557;13-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23507645;-46410727;CON;28-dez-17
CL;308624;CR.P.CONV;INDEPENDENCIA;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA DA MOENDA VELHA;55    ;PARQUE INDEPENDÊNCIA;05880330;58725529;;;Ativa;19;CAPAO REDONDO;1907;35585774;35585774;;17-mai-16;201503062135;17-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23683985;-46790783;CON;28-dez-17
CL;308625;CR.P.CONV;BOA ESPERANCA I;CAMPO LIMPO;CAMPO LIMPO;;RUA CORTEGACA;91    ;JARDIM GUARUJÁ;05877200;58706263;;;Ativa;19;CAPAO REDONDO;1907;35585828;35585828;;19-mai-16;201503113384;19-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23689402;-46792689;CON;28-dez-17
FO;308626;CR.P.CONV;PEQUENO ANJO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA VIRAJUBA;104   ;BRASILÂNDIA;02847085;39232005;;;Ativa;11;BRASILANDIA;1108;35585579;35585579;;16-mai-16;201601083773;16-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23467608;-46689361;CON;28-dez-17
CL;308627;CR.P.CONV;SUL DE MINAS;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA ANDORINHA-DOS-BEIRAIS;504   ;JARDIM DOM JOSÉ;05887000;58733879;;;Ativa;19;CAPAO REDONDO;1906;35585762;35585762;;18-mai-16;201503096340;18-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23674046;-46796697;CON;28-dez-17
FO;308628;ESC.PART.;ARTESCOLA LTDA - CLUBE DO MICKEY, E.E.I.;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA MADALENA MADUREIRA;281   ;SÍTIO DO MORRO;02551040;;;;Ativa;50;LIMAO;5002;35585622;35585622;;18-fev-15;8;15-fev-12;;18-fev-12;;;;;;;;;;;;;;;;;;;;;;;;-23502200;-46669845;;28-dez-17
CL;308629;CR.P.CONV;OLIVEIRA;CAMPO LIMPO;CAMPO LIMPO;;RUA CARUXA;156   ;VILA FRANCA;05776360;55129941;;;Ativa;17;CAMPO LIMPO;1703;35585750;35585750;;17-mai-16;201503125404;17-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23636914;-46744078;CON;28-dez-17
IP;308630;ESC.PART.;A.MAR - UNIDADE II;IPIRANGA;IPIRANGA;;AVENIDA OSWALDO ARANHA;38    ;JARDIM DA SAÚDE;04291070;;;;Ativa;27;CURSINO;2702;35586328;35586328;;21-mai-16;50;19-mai-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23612854;-46609701;;28-dez-17
SA;308631;CR.P.CONV;CANTINHO DA VOVO VALDA;SANTO AMARO;CIDADE ADEMAR;;RUA INDEPENDÊNCIA;146   ;JARDIM APURÁ;04470010;5560-0946;;;Ativa;58;PEDREIRA;5805;35585695;35585695;;13-mai-16;201603340720;13-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23714312;-46651833;CON;28-dez-17
IQ;308632;ESC.PART.;CASTELINHO DO BARULHO, E.E.R.I.;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA MANDIORÉ;544   ;VILA FORMOSA;03360015;;;;Ativa;85;VILA FORMOSA;8503;35433536;35433536;;01-jun-16;24;25-mai-16;;01-jun-16;;;;;;;;;;;;;;;;;;;;;;;;-23569722;-46547954;;28-dez-17
PE;308633;CR.P.CONV;MEU SONHO ENCANTADO;PENHA;MOOCA;;RUA CORONEL MORAIS;473   ;CANINDÉ;03029000;35626413;;;Ativa;56;PARI;5601;35585836;35585836;;09-mai-16;201600824230;09-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23529669;-46616293;CON;28-dez-17
CL;308634;CR.P.CONV;ANTONIO NUNES;CAMPO LIMPO;CAMPO LIMPO;;RUA ANTÔNIO NUNES DE AZEVEDO;70    ;JARDIM IRAPIRANGA;05891170;58233188;;;Ativa;19;CAPAO REDONDO;1906;35585981;35585981;;31-mai-16;201503000121;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23662122;-46792556;CON;28-dez-17
SM;308635;ESC.PART.;ALFA, N.R.I.;SAO MATEUS;SAPOPEMBA;;RUA PEDRO GONÇALVES VAREJÃO;457   ;JARDIM MIMAR;03986170;21435085;;;Ativa;76;SAPOPEMBA;7608;35586018;35586018;;03-jun-16;69;02-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23608765;-46519816;;28-dez-17
CL;308636;CR.P.CONV;RIO DOCE;CAMPO LIMPO;CAMPO LIMPO;;RUA LUAR DO SERTÃO;9     ;CHÁCARA SANTA MARIA;05879450;58732926;;;Ativa;19;CAPAO REDONDO;1907;35585919;35585919;;31-mai-16;201503096390;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23686277;-46793715;CON;28-dez-17
CL;308637;CR.P.CONV;BOA ESPERANCA II;CAMPO LIMPO;CAMPO LIMPO;;RUA LEDOINA DENIS RAMIRES;58    ;VILA FRANCA;05776440;55110166;;;Ativa;17;CAMPO LIMPO;1703;35586031;35586031;;31-mai-16;201503113449;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23639066;-46748370;CON;28-dez-17
CL;308638;CR.P.CONV;VILA ACALANTO;CAMPO LIMPO;M'BOI MIRIM;;AVENIDA GUARAPIRANGA;3028  ;GUARAPIRANGA;04911005;55146043;;;Ativa;46;JARDIM SAO LUIS;4602;35585944;35585944;;31-mai-16;201600510546;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23667044;-46725195;CON;28-dez-17
CS;308639;CR.P.CONV;SANTA MARIA;CAPELA DO SOCORRO;PARELHEIROS;;RUA JOÃO DA SILVA BRAGA;477   ;JARDIM NOVO PARELHEIROS;04890130;973404696;;;Ativa;55;PARELHEIROS;5507;35585853;35585853;;13-mai-16;201503044340;13-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23825833;-46717500;CON;28-dez-17
IQ;308640;ESC.PART.;RECANTO DAS BEXIGAS, E.E.I.;ITAQUERA;ITAQUERA;;RUA UACUMÃ;624   ;JARDIM SANTA MARIA;03575000;;;;Ativa;24;CIDADE LIDER;2401;35585956;35585956;;04-jun-16;28;30-mai-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23552828;-46509343;;28-dez-17
IQ;308641;ESC.PART.;AQUARELA DA INFANCIA, E.E.I.;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA SANTA GERTRUDES;780   ;CHÁCARA SANTO ANTÔNIO (ZONA LESTE);03408020;;;;Ativa;20;CARRAO;2002;35586961;35586961;;04-jun-16;26;30-mai-16;;04-jun-16;;;;;;;;;;;;;;;;;;;;;;;;-23547968;-46549980;;28-dez-17
MP;308642;CR.P.CONV;TIA ANA;SAO MIGUEL;SAO MIGUEL;;RUA SERRA DE LUÍS GOMES;190   ;VILA ITAIM;08190500;41174346;;;Ativa;44;JARDIM HELENA;4405;35585907;35585907;;09-mai-16;201600816939;09-mai-16;;13-jul-17;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23484424;-46390606;CON;28-dez-17
SM;308643;CR.P.CONV;MARANATA;SAO MATEUS;SAO MATEUS;;RUA ALESSANDRO MELANI;156   ;JARDIM SÃO JOÃO (SÃO RAFAEL);08370345;22536503;;;Ativa;33;IGUATEMI;3305;35587936;35587936;;23-mai-16;201600852820;23-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23593446;-46441435;CON;28-dez-17
IP;308644;ESC.PART.;ATELIE CARAMBOLA;IPIRANGA;VILA MARIANA;;RUA JURÉIA;575   ;CHÁCARA INGLESA;04140110;;;;Ativa;77;SAUDE;7703;35586183;35586183;;10-jun-16;55;08-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23602510;-46629723;;28-dez-17
CS;308645;CR.P.CONV;JARDIM ICARAI;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA LAGOA DA TOCHA;833   ;JARDIM DOS MANACÁS;04844080;59396274;;;Ativa;30;GRAJAU;3003;35585993;35585993;;31-mai-16;201503296551;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23749222;-46705833;CON;28-dez-17
SA;308646;CR.P.CONV;VERA ALVARENGA;SANTO AMARO;JABAQUARA;;RUA GENERAL MANUEL VARGAS;76    ;CIDADE VARGAS;04320000;50213400;;;Ativa;38;JABAQUARA;3803;35586024;35586024;;25-mai-16;201600620660;25-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23645825;-46636651;CON;28-dez-17
MP;308647;CR.P.CONV;ESPERANCA;SAO MIGUEL;SAO MIGUEL;;AVENIDA DOUTOR JOSÉ ARTUR NOVA;1375  ;PARQUE PAULISTANO;08090000;;;;Ativa;44;JARDIM HELENA;4402;35586055;35586055;;31-mai-16;2016008042969;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23484349;-46434514;CON;28-dez-17
PE;308649;ESC.PART.;CANTINHO ENCANTADO, E.E.I.;PENHA;MOOCA;;RUA EUCLIDES PACHECO;1023  ;VILA GOMES CARDIM;03321000;20980031;;;Ativa;80;TATUAPE;8002;35586948;35586948;;15-jun-16;111;09-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23547444;-46565034;;28-dez-17
PJ;308650;CR.P.CONV;APRENDENDO A VIVER;PIRITUBA;PIRITUBA;;RUA PIMPINELA;9     ;JARDIM DONÁRIA;02991150;39414558;;;Ativa;42;JARAGUA;4205;35586080;35586080;;23-mai-16;201502989731;23-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23432943;-46730349;CON;28-dez-17
PJ;308651;CR.P.CONV;JARDIM DOS ANJOS;PIRITUBA;LAPA;;RUA CANTO DO MANGUE;97    ;JARDIM MARISA;05108150;36213978;;;Ativa;40;JAGUARA;4001;35586110;35586110;;13-jun-16;201503126915;13-jun-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23506603;-46757027;CON;28-dez-17
BT;308652;ESC.PART.;GIRA GIRASSOL, C.E.I.;BUTANTA;BUTANTA;;AVENIDA MAURO MARQUES DA SILVA;345   ;VILA ANTÔNIO;05376030;;;;Ativa;67;RIO PEQUENO;6703;35586225;35586225;;18-jun-16;74;16-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23580519;-46767497;;28-dez-17
CL;308653;CR.P.CONV;JOAO E MARIETA;CAMPO LIMPO;M'BOI MIRIM;;RUA DANIEL AUBER;83    ;JARDIM IRACEMA;05847470;55134748;;;Ativa;46;JARDIM SAO LUIS;4603;35587539;35587539;;08-jun-16;201503316030;08-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23656510;-46749202;CON;28-dez-17
CL;308654;CR.P.CONV;BOA ESPERANCA III;CAMPO LIMPO;CAMPO LIMPO;;RUA LUAR DO SERTÃO;307   ;CHÁCARA SANTA MARIA;05879450;58725906;;;Ativa;19;CAPAO REDONDO;1907;35586675;35586675;;22-jun-16;201503113473;22-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23688569;-46792937;CON;28-dez-17
IP;308655;ESC.PART.;COLEGIO ITATIAIA - UNIDADE DE MOEMA;IPIRANGA;VILA MARIANA;;AVENIDA JANDIRA;512   ;INDIANÓPOLIS;04080006;;;;Ativa;32;MOEMA;3202;35586821;35586821;;29-jun-16;57;23-jun-16;;29-jun-16;;;;;;;;;;;;;;;;;;;;;;;;-23608712;-46660471;;28-dez-17
MP;308656;CR.P.CONV;DUDA CORUJINHA;SAO MIGUEL;SAO MIGUEL;;RUA DOUTOR JOSÉ DE PORCIÚNCULA;520   ;PARQUE PAULISTANO;08080650;25857988;;;Ativa;44;JARDIM HELENA;4402;35586298;35586298;;21-jun-16;201601221769;21-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23483634;-46427758;CON;28-dez-17
BT;308657;ESC.PART.;ESPACO COLORE EDUCACAO INFANTIL;BUTANTA;BUTANTA;;RUA HEITOR DOS PRAZERES;193   ;FERREIRA;05522000;;;;Ativa;94;VILA SONIA;9402;35004519;35004519;;30-jun-16;72;27-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23592024;-46735972;;28-dez-17
PE;308658;CR.P.CONV;BIJUJU;PENHA;PENHA;;RUA JORGE O. SOLANAS;463   ;JARDIM GONZAGA;03756000;26459417;;;Ativa;18;CANGAIBA;1802;35586336;35586336;;29-jun-16;201601291007;29-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23504109;-46502007;CON;28-dez-17
PE;308659;CR.P.CONV;VOVO LOURDES;PENHA;ERMELINO MATARAZZO;;RUA PROFESSOR ANTÔNIO DE CASTRO LOPES;1441  ;PARQUE BOTURUSSU;03805080;28947165;;;Ativa;28;ERMELINO MATARAZZO;2803;35586341;35586341;;10-jun-16;201601191681;10-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23493398;-46481340;CON;28-dez-17
PJ;308661;CR.P.CONV;FILHOS DA FE;PIRITUBA;PIRITUBA;;RUA CASIMIRO RECUERO;12    ;JARDIM MAGGI;02982160;39720080;;;Ativa;63;PIRITUBA;6303;35586420;35586420;;16-mai-16;201501892343;16-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23456767;-46716432;CON;28-dez-17
BT;308662;CR.P.CONV;SANTA TEREZINHA;BUTANTA;BUTANTA;;AVENIDA DOUTOR JOÃO GUIMARÃES;664   ;JARDIM TABOÃO;05741190;58436564;;;Ativa;94;VILA SONIA;9404;35586444;35586444;;17-mai-16;201600769329;17-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23608333;-46750534;CON;28-dez-17
PE;308663;ESC.PART.;CASTELO ENCANTADO, E.E.I.B.;PENHA;MOOCA;;RUA PURIS;240   ;MOOCA;03121040;;;;Ativa;53;MOOCA;5301;35587394;35587394;;07-jul-16;457;30-jun-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23565735;-46598504;;28-dez-17
SA;308664;ESC.PART.;BUSCANDO HORIZONTES;SANTO AMARO;SANTO AMARO;;AVENIDA JOÃO BATISTA DI VITORIANO;179   ;JARDIM CONSÓRCIO;04436000;;;;Ativa;16;CAMPO GRANDE;1604;35586812;35586812;;09-jul-16;87;07-jul-16;;09-jul-16;;;;;;;;;;;;;;;;;;;;;;;;-23670137;-46673372;;28-dez-17
BT;308665;CR.P.CONV;VOVO ANA;BUTANTA;BUTANTA;;RUA JOÃO LUÍS MATEUS;34    ;RIO PEQUENO;05379030;37149554;;;Ativa;67;RIO PEQUENO;6705;35586560;35586560;;17-mai-16;201600374804;17-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23563231;-46748642;CON;28-dez-17
BT;308666;CR.P.CONV;NOITE ENCANTADA V;BUTANTA;BUTANTA;;RUA ERNEST RENAM;391   ;PARAISÓPOLIS;05659020;37434071;;;Ativa;54;MORUMBI;5403;35586596;35586596;;31-mai-16;201600964542;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23608257;-46723360;CON;28-dez-17
SM;308667;ESC.PART.;TOQUE DE AMOR, B.E.E.I.;SAO MATEUS;SAO MATEUS;;RUA URSA MENOR;531   ;CIDADE SATÉLITE SANTA BÁRBARA;08330490;;;;Ativa;73;SAO MATEUS;7304;35004227;35004227;;12-jul-16;89;11-jul-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23613145;-46470598;;28-dez-17
