administracao,categoria_despesa,cd_anoexecucao,cd_despesa,cd_elemento,cd_exercicio,cd_fonte,cd_funcao,cd_modalidade,cd_orgao,cd_programa,cd_subfuncao,cd_unidade,codigo,dataextracao,datafinal,datainicial,ds_categoria,ds_despesa,ds_fonte,ds_funcao,ds_grupo,ds_modalidade,ds_orgao,ds_programa,ds_projeto_atividade,ds_subfuncao,ds_unidade,estado,grupo_despesa,latitude,longitude,pa,papa,projetoatividade,sigla_orgao,sld_orcado_ano,vl_atualizado,vl_congeladoliquido,vl_empenhadoliquido,vl_liquidado,vl_pago,vl_reservadoliquido
Direta,3,2017,33503900,39,2017,0,4,50,13,3024,122,10,2017.13.10.4.122.3024.33503900.50.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SMG       ,900000.0,900000.0,225000.0,493711.12,190477.48,190477.48,493711.12
Direta,4,2017,44905200,52,2017,0,4,90,13,3011,128,10,2017.13.10.4.128.3011.44905200.90.52.0.2180,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Equipamentos e Material Permanente                                                                                                                                                                                                                            ,Tesouro Municipal,Administração,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,"Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                                                                                                                         ",Formação de Recursos Humanos,Gabinete do Secretário,atualizado,4,,,Atividades,Atividades,2180,SMG       ,150000.0,150000.0,150000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903900,39,2017,0,4,90,13,3011,122,10,2017.13.10.4.122.3011.33903900.90.39.0.2000,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,Comissão Interna de Prevenção de Acidentes - CIPA                                                                                                                                                                                                             ,Administração Geral,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2000,SMG       ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33903000.90.30.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SMG       ,470000.0,470000.0,117500.0,25619.13,2479.96,2479.96,125223.15
Direta,3,2017,31909600,96,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.31909600.90.96.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Ressarcimento de Despesas de Pessoal Requisitado                                                                                                                                                                                                              ,Tesouro Municipal,Administração,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,empenhado,1,,,Atividades,Pessoal,2100,SMG       ,1000000.0,1000000.0,0.0,92885.85,0.0,0.0,92885.85
Direta,3,2017,33903900,39,2017,0,4,90,13,3024,131,10,2017.13.10.4.131.3024.33903900.90.39.0.6816,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Edição e Publicação do Diário Oficial da Cidade de São Paulo                                                                                                                                                                                                  ,Comunicação Social,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,6816,SMG       ,6500000.0,6500000.0,1625000.0,3811213.02,882145.22,837545.22,3811213.02
Direta,3,2017,33913900,39,2017,0,4,91,13,3011,128,10,2017.13.10.4.128.3011.33913900.91.39.0.2180,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,"Apl.Dir.Dec.Op. entre Órgãos,Fundos e Ent.Int.Orç.Fiscal e Seg.Social",Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,"Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                                                                                                                         ",Formação de Recursos Humanos,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2180,SMG       ,470000.0,470000.0,117500.0,309092.34,122972.26,99707.22,309092.34
Direta,3,2017,33904600,46,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33904600.90.46.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Alimentação                                                                                                                                                                                                                                           ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Auxílios,2100,SMG       ,6493442.0,6493442.0,0.0,1230069.61,1230069.61,1230069.61,1230069.61
Direta,3,2017,33903900,39,2017,0,4,90,13,3004,303,10,2017.13.10.4.303.3004.33903900.90.39.0.2753,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Benefícios e Previdência de Funcionários,Promoção à Saúde do Servidor Municipal                                                                                                                                                                                                                        ,Suporte Profilático e Terapêutico,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2753,SMG       ,150000.0,150000.0,37500.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903900,39,2017,0,4,90,13,3011,128,10,2017.13.10.4.128.3011.33903900.90.39.0.2551,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,Curso de Formação para Seleção de Servidores                                                                                                                                                                                                                  ,Formação de Recursos Humanos,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2551,SMG       ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33904700,47,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33904700.90.47.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Tributárias e Contributivas                                                                                                                                                                                                                        ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2100,SMG       ,15000.0,15000.0,3750.0,0.0,0.0,0.0,0.0
Direta,4,2017,45906500,65,2017,0,4,90,13,3011,126,10,2017.13.10.4.126.3011.45906500.90.65.0.7200,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Constituição ou Aumento de Capital de Empresas                                                                                                                                                                                                                ,Tesouro Municipal,Administração,INVERSOES FINANCEIRAS,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,Aumento de Capital da Empresa de Tecnologia da Informação e Comunicação - PRODAM                                                                                                                                                                              ,Tecnologia da Informação,Gabinete do Secretário,atualizado,5,,,Projetos,Projetos,7200,SMG       ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903300,33,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33903300.90.33.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Passagens e Despesas com Locomoção                                                                                                                                                                                                                            ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,empenhado,3,,,Atividades,Atividades,2100,SMG       ,200000.0,200000.0,50000.0,79113.26,0.0,0.0,79113.26
Direta,3,2017,33903900,39,2017,0,4,90,13,3024,126,10,2017.13.10.4.126.3024.33903900.90.39.0.2171,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Manutenção de Sistemas de Informação e Comunicação                                                                                                                                                                                                            ,Tecnologia da Informação,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2171,SMG       ,53645670.0,53645670.0,0.0,49202617.98,3257302.67,3226022.67,49558617.98
Direta,4,2017,44903500,35,2017,0,4,90,13,3021,121,10,2017.13.10.4.121.3021.44903500.90.35.0.1230,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Serviços de Consultoria                                                                                                                                                                                                                                       ,Tesouro Municipal,Administração,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Gestão,Qualidade e transparência da receita e despesa,Estudos e Projetos de Gestão                                                                                                                                                                                                                                  ,Planejamento e Orçamento,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,1230,SMG       ,1395000.0,1395000.0,1395000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33901400,14,2017,0,4,90,13,3011,128,10,2017.13.10.4.128.3011.33901400.90.14.0.2180,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Diárias - Civil                                                                                                                                                                                                                                               ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,"Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                                                                                                                         ",Formação de Recursos Humanos,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2180,SMG       ,15000.0,15000.0,3750.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903100,31,2017,0,4,90,13,3011,128,10,2017.13.10.4.128.3011.33903100.90.31.0.2180,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,"Premiações Culturais, Artísticas, Científicas, Desport. e Outras                                                                                                                                                                                              ",Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,"Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                                                                                                                         ",Formação de Recursos Humanos,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2180,SMG       ,40000.0,40000.0,10000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903600,36,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33903600.90.36.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Física                                                                                                                                                                                                                  ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SMG       ,1370000.0,1408461.02,342500.0,849600.0,377599.97,377599.97,888061.02
Direta,3,2017,33904100,41,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33904100.90.41.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Contribuições                                                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,atualizado,3,,,Atividades,Atividades,2100,SMG       ,15000.0,15000.0,3750.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,4,90,13,3011,128,10,2017.13.10.4.128.3011.33903000.90.30.0.2180,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,"Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                                                                                                                         ",Formação de Recursos Humanos,Gabinete do Secretário,empenhado,3,,,Atividades,Atividades,2180,SMG       ,15000.0,15000.0,3750.0,5184.0,0.0,0.0,8942.6
Direta,3,2017,33904900,49,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33904900.90.49.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Transporte                                                                                                                                                                                                                                            ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Auxílios,2100,SMG       ,1217623.0,1217623.0,0.0,204359.64,204359.64,204359.64,204359.64
Direta,4,2017,44903900,39,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.44903900.90.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Administração,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,atualizado,4,,,Atividades,Atividades,2100,SMG       ,150000.0,150000.0,37500.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903900,39,2017,0,24,90,13,3011,126,10,2017.13.10.24.126.3011.33903900.90.39.0.4300,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Comunicações,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Modernização e descentralização da gestão e prestação de serviços,Modernização e manutenção da Central de Atendimento Telefônico -  156                                                                                                                                                                                         ,Tecnologia da Informação,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,4300,SMG       ,68500000.0,68500000.0,6560649.0,30364426.68,9518100.72,9518100.72,30364426.68
Direta,3,2017,33903900,39,2017,0,4,90,13,3024,122,10,2017.13.10.4.122.3024.33903900.90.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Gestão,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SMG       ,12601000.0,12760604.62,600250.0,8910562.23,2663595.76,2372308.06,9508583.97
Direta,3,2017,33504800,48,2017,0,16,50,14,3024,122,10,2017.14.10.16.122.3024.33504800.50.48.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Auxílios Financeiros a Pessoas Físicas                                                                                                                                                                                                                 ,Tesouro Municipal,Habitação,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SEHAB     ,98529.0,98529.0,24632.25,42000.0,16781.54,16781.54,42000.0
Direta,4,2017,44905100,51,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44905100.90.51.0.3357,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Urbanização de Favelas                                                                                                                                                                                                                                        ,Infra-Estrutura Urbana,Gabinete do Secretário,empenhado,4,-23.557,-46.692,Projetos,Projetos,3357,SEHAB     ,13300000.0,13300000.0,13203967.95,96032.05,0.0,0.0,96032.05
Direta,4,2017,44903900,39,2017,2,16,90,14,3002,451,10,2017.14.10.16.451.3002.44903900.90.39.2.3356,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Federais,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Regularização Fundiária                                                                                                                                                                                                                                       ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,3356,SEHAB     ,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0
Direta,3,2017,31909600,96,2017,0,16,90,14,3024,122,10,2017.14.10.16.122.3024.31909600.90.96.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Ressarcimento de Despesas de Pessoal Requisitado                                                                                                                                                                                                              ,Tesouro Municipal,Habitação,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,1,,,Atividades,Pessoal,2100,SEHAB     ,900000.0,900000.0,0.0,137050.66,91125.4,91125.4,137050.66
Direta,3,2017,31901100,11,2017,0,16,90,14,3024,122,10,2017.14.10.16.122.3024.31901100.90.11.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Vencimentos e Vantagens Fixas - Pessoal Civil                                                                                                                                                                                                                 ,Tesouro Municipal,Habitação,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,1,,,Atividades,Pessoal,2100,SEHAB     ,28129041.0,28129041.0,0.0,8121489.39,8121489.39,8121489.39,8121489.39
Direta,4,2017,44903900,39,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44903900.90.39.0.3356,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Regularização Fundiária                                                                                                                                                                                                                                       ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,3356,SEHAB     ,10770189.0,10770189.0,10770189.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44903900.90.39.0.1986,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Reforma de quadra poliesportiva da Rua Comandante Taylor                                                                                                                                                                                                      ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,-23.6,-46.601,Projetos,Projetos,1986,SEHAB     ,250000.0,250000.0,250000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33909200,92,2017,0,16,90,14,3024,122,10,2017.14.10.16.122.3024.33909200.90.92.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Despesas de Exercícios Anteriores                                                                                                                                                                                                                             ,Tesouro Municipal,Habitação,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SEHAB     ,0.0,327.06,0.0,327.06,327.06,0.0,327.06
Direta,3,2017,33904600,46,2017,0,16,90,14,3024,122,10,2017.14.10.16.122.3024.33904600.90.46.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Alimentação                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Auxílios,2100,SEHAB     ,1711056.0,1711056.0,0.0,461730.38,461730.38,461730.38,461730.38
Direta,4,2017,44905100,51,2017,0,16,90,14,3020,482,10,2017.14.10.16.482.3020.44905100.90.51.0.3355,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Proteção dos recursos naturais da cidade,Execução do Programa de Mananciais                                                                                                                                                                                                                            ,Habitação Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,3355,SEHAB     ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33503900,39,2017,0,16,50,14,3024,122,10,2017.14.10.16.122.3024.33503900.50.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Habitação,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2100,SEHAB     ,469079.0,469079.0,117269.75,175000.0,89531.56,89531.56,175000.0
Direta,4,2017,44905100,51,2017,3,16,90,14,3002,451,10,2017.14.10.16.451.3002.44905100.90.51.3.3357,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Urbanização de Favelas                                                                                                                                                                                                                                        ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,-23.557,-46.692,Projetos,Projetos,3357,SEHAB     ,65030000.0,65030000.0,65030000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905200,52,2017,0,16,90,14,3024,122,10,2017.14.10.16.122.3024.44905200.90.52.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Equipamentos e Material Permanente                                                                                                                                                                                                                            ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Gabinete do Secretário,atualizado,4,,,Atividades,Atividades,2100,SEHAB     ,737338.0,737338.0,737338.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44903900.90.39.0.1600,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,"Urbanização de Favelas, Obras e Serviços em Prol da População de São Paulo                                                                                                                                                                                    ",Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,1600,SEHAB     ,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44905100.90.51.0.1602,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Construção de Unidades Habitacionais                                                                                                                                                                                                                          ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,1602,SEHAB     ,300000.0,300000.0,300000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33904800,48,2017,0,16,90,14,3002,482,10,2017.14.10.16.482.3002.33904800.90.48.0.2635,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Auxílios Financeiros a Pessoas Físicas                                                                                                                                                                                                                 ,Tesouro Municipal,Habitação,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Serviço de Moradia Transitória                                                                                                                                                                                                                                ,Habitação Urbana,Gabinete do Secretário,liquidado,3,,,Atividades,Atividades,2635,SEHAB     ,99000000.0,99000000.0,24750000.0,53340197.0,42804909.0,42804909.0,53340197.0
Direta,4,2017,44905100,51,2017,0,16,90,14,3002,451,10,2017.14.10.16.451.3002.44905100.90.51.0.3354,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Acesso à Moradia Adequada ,Construção de Unidades Habitacionais                                                                                                                                                                                                                          ,Infra-Estrutura Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,3354,SEHAB     ,50001000.0,50001000.0,50001000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,3,16,90,14,3020,482,10,2017.14.10.16.482.3020.44905100.90.51.3.3355,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Secretaria Municipal de Habitação,Proteção dos recursos naturais da cidade,Execução do Programa de Mananciais                                                                                                                                                                                                                            ,Habitação Urbana,Gabinete do Secretário,atualizado,4,,,Projetos,Projetos,3355,SEHAB     ,35030000.0,35030000.0,35030000.0,0.0,0.0,0.0,0.0
